prompt,chat,link,date,sent,status,eligible,chat_name,subscription_id
"Подскажите, пожалуйста, мастера по телевизору Калининский район..",ИНФОРМАЦИОННЫЙ ДОНЕЦК,t.me/info_dnr_lnr/359303,12/9/2024 6:33pm,,,,,3
"Добрый день, кто может подключить стиральную машину?",🇺🇦Українці в Wesel🇩🇪,t.me/Wesel_UA/13463,12/9/2024 6:34pm,,,,,5
"Евро ремонт, с евро холодильником",error,t.me/luberecki_realty_chat/61040,12/9/2024 6:35pm,,,,,1
С глазом явно есть проблема. Ветеринару показывали?,Бездомные животные Ереван,t.me/animalsyerevan/24950,12/9/2024 6:36pm,,,,,8
Добрый день. Кто подскажет мастера по ремонту стиральных машин?,МАЯК. Жизнь и ЖКХ,t.me/mayakpeople/125128,12/9/2024 6:42pm,checked,checked,checked,,2
"помогите пожалуйста, пытаюсь установить 11 винду без интернета на ноут а тут это",Чат МК,t.me/mknews_chat/3291674,12/9/2024 6:48pm,,,,,5
"после VR ты поймёшь, что тебе не нужны ни ремонт, ни телевизор :)",Полуночные (полоумные) айтишники,t.me/devnullkz/576083,12/9/2024 6:49pm,,,,,3
"Подскажите на х50 до рест 24 год, установлен карплей, и купить адаптер андроид авто и карплей и через него соединить андроид телефон, получится ли так или только айфон нужен ?","Geely - Клуб Владельцев, чат",t.me/geely_chats/5533,12/9/2024 6:49pm,,,,,5
Добрый день. Есть у кого контакты хорошего сантехника? Нужно срочно батарею поменять,Переселенцы Днепр,t.me/vpo_dnipro/796082,12/9/2024 6:50pm,,,,,4
Подскажите телефон ветеринарные клиник в Мелитополе,ЧАТ 🎄 МЕЛИТОПОЛЯ ✍️СПРАВОЧНИК🤗 ВАЖНЫЕ КОНТАКТЫ,t.me/info_melitopol/7291,12/9/2024 6:52pm,,,,,8
"Добрый день ! Соседи, подскажите пожалуйста контакты электрика?",ЖК Жулебино Парк,t.me/gp_park/528148,12/9/2024 6:53pm,checked,checked,checked,,4
Здравствуйте! Подскажите где в Новоазовске занимаются ремонтом телевизоров ?,Новоазовский район. ДНР,t.me/novoazovskdnrrf/54623,12/9/2024 6:54pm,,,,,3
"Ну так это будущие ремонты, те кто уже при покупке оплатил ремонт от Блок, им его и будет делать Блок. Ни кто уже менять и переделывать не будет.",ЧАТ ЖК САМОЛЁТ,t.me/samolet_sosedi/270476,12/9/2024 6:55pm,,,,,7
"Здравствуйте, у кого есть номер Антона по стиральный машинками мастер? Напешите пожалуйста 🙏",Сартана Талаковка Калиновка Павлополь Мариуполь Первый новостной чат для Вас.,t.me/sartana180/171223,12/9/2024 6:56pm,,,,,2
Скажите пожалуйста где то дисплей на ноутбуке заменить можно Каринтия желательно Шпиталь ан дер драу или не далеко где то еще,Украинцы в Австрии🇦🇹🇺🇦Вена Linz graz,t.me/Ukrainci_v_Avstrii/32722,12/9/2024 6:56pm,,,,,7
Задержка в 5 секунд наоборот для тех кто с телефона в помощь,LUDOBZOR CHAT,t.me/Ludobzorchat/932374,12/9/2024 7:02pm,,,,,7
Добрый день! Нужен мастер по ремонту телевизоров. Подскажите пожалуйста. Спасибо!,ЧУГУЕВ ЧАТ 🌶️ LIFE 🇺🇦,t.me/Chuguev_Life_Love/167763,12/9/2024 7:04pm,,,,,3
Съезди на огородный там настроят телефон,Таксует Москва,t.me/potaksuem/2965492,12/9/2024 7:05pm,,,,,7
И ветеринарную клинику если есть у кого,Бьюти Дюссельдорф Германия,t.me/beauty_dusseldorf/78998,12/9/2024 7:11pm,,,,,8
Здравствуйте! Не подскажите есть ветеринар с выездом на дом??,НОВОМИХАЙЛОВСКИЙ,t.me/novomihailovski/259261,12/9/2024 7:12pm,,,,,8
"Добрый день, подскажите пожалуйста, где у нас на районе могут отремонтировать электронную плату духовки",Чат ЖК Новокрасково,t.me/Novokraskovo_chat/104590,12/9/2024 7:17pm,,,,,
"Доброго дня! Кто - нибудь знает человека/компанию,кто меняет разбитые окна/стеклянные балконные двери?",Українці на Кіпрі,t.me/uacyprus/439842,12/9/2024 7:21pm,,,,,6
"И органы внутренние заложить сразу в банк . Чтобы на ремонт хватало :) данному авто завидуют старые советские холодильники , так хлопать дверями они никогда не умели .",Jetta VA3/VS5/VS7(Джетта),t.me/jettavw23/283847,12/9/2024 7:21pm,,,,,1
"Всем привет, где можно починить комп? Ноут работал, потом перестал включатся. Причина поломки не понятная",ПАНГАН AVITO,t.me/PhanganAvito/46484,12/9/2024 7:22pm,checked,checked,checked,,7
